id,location_area_id,encounter_slot_id,pokemon_id,min_level,max_level
17608,293,33,104,12,12
17609,293,34,74,12,12
17611,293,35,104,12,12
17612,293,35,359,12,12
17613,293,35,436,12,12
17614,293,36,74,12,12
17615,293,36,359,12,12
17616,293,36,436,12,12
17617,293,37,95,16,16
17618,293,37,296,16,16
17619,293,37,433,16,16
17620,293,38,95,16,16
17621,293,38,296,16,16
17622,293,38,433,16,16
17623,293,39,41,10,10
17624,293,40,41,10,10
17625,293,41,105,14,14
17626,293,42,115,14,14
17627,293,43,105,14,14
17628,293,44,115,14,14
17629,293,65,74,12,16
17630,293,66,74,17,21
17631,294,33,75,32,32
17632,294,34,42,32,32
17634,294,35,75,32,32
17635,294,35,359,32,32
17636,294,35,436,32,32
17637,294,36,42,32,32
17638,294,36,359,32,32
17639,294,36,436,32,32
17640,294,37,232,33,33
17641,294,37,296,33,33
17642,294,37,433,33,33
17643,294,38,232,33,33
17644,294,38,296,33,33
17645,294,38,433,33,33
17646,294,39,95,34,34
17647,294,40,95,34,34
17648,294,41,95,36,36
17649,294,42,111,35,35
17650,294,43,95,36,36
17651,294,44,111,35,35
17652,295,33,16,2,2
17653,295,33,16,2,2
17654,295,33,163,2,2
17655,295,33,261,2,2
17656,295,34,19,2,2
17657,295,34,261,2,2
17658,295,35,16,2,2
17659,295,35,16,2,2
17660,295,35,163,2,2
17661,295,35,311,2,2
17662,295,35,403,2,2
17663,295,36,19,2,2
17664,295,36,311,2,2
17665,295,36,403,2,2
17666,295,37,161,3,3
17667,295,37,161,3,3
17668,295,37,19,3,3
17669,295,37,312,3,3
17670,295,37,403,3,3
17671,295,38,161,3,3
17672,295,38,161,3,3
17673,295,38,19,3,3
17674,295,38,312,3,3
17675,295,38,403,3,3
17676,295,39,16,3,3
17677,295,39,16,3,3
17678,295,39,163,3,3
17679,295,40,16,3,3
17680,295,40,16,3,3
17681,295,40,163,3,3
17682,295,41,162,6,6
17683,295,41,162,6,6
17684,295,41,19,6,6
17685,295,42,16,4,4
17686,295,42,16,4,4
17687,295,42,163,4,4
17688,295,43,162,6,6
17689,295,43,162,6,6
17690,295,43,19,6,6
17691,295,44,16,4,4
17692,295,44,16,4,4
17693,295,44,163,4,4
17694,296,33,10,3,3
17695,296,33,10,3,3
17696,296,33,163,3,3
17698,296,34,16,3,3
17699,296,34,16,3,3
17700,296,34,167,3,3
17702,296,35,10,3,3
17703,296,35,10,3,3
17704,296,35,163,3,3
17705,296,35,311,3,3
17706,296,35,403,3,3
17707,296,36,16,3,3
17708,296,36,16,3,3
17709,296,36,167,3,3
17710,296,36,311,3,3
17711,296,36,403,3,3
17712,296,37,11,5,5
17713,296,37,11,5,5
17714,296,37,163,5,5
17715,296,37,312,5,5
17716,296,37,403,5,5
17717,296,38,11,5,5
17718,296,38,11,5,5
17719,296,38,163,5,5
17720,296,38,312,5,5
17721,296,38,403,5,5
17722,296,39,12,7,7
17723,296,39,16,7,7
17724,296,39,164,7,7
17725,296,40,12,8,8
17726,296,40,16,8,8
17727,296,40,164,8,8
17728,296,41,17,7,7
17729,296,41,17,7,7
17730,296,41,168,7,7
17731,296,42,167,10,10
17732,296,42,17,10,10
17733,296,42,164,10,10
17734,296,43,17,7,7
17735,296,43,17,7,7
17736,296,43,168,7,7
17737,296,44,10,4,4
17738,296,44,10,4,4
17739,296,44,167,4,4
17740,297,33,21,5,5
17741,297,33,21,5,5
17742,297,33,19,5,5
17743,297,33,343,5,5
17744,297,34,19,5,5
17745,297,34,19,5,5
17746,297,34,41,5,5
17747,297,34,343,5,5
17748,297,35,21,5,5
17749,297,35,21,5,5
17750,297,35,19,5,5
17751,297,35,311,5,5
17752,297,35,403,5,5
17753,297,36,19,5,5
17754,297,36,19,5,5
17755,297,36,41,5,5
17756,297,36,311,5,5
17757,297,36,403,5,5
17758,297,37,21,8,8
17759,297,37,21,8,8
17760,297,37,19,8,8
17761,297,37,312,8,8
17762,297,37,403,8,8
17763,297,38,21,8,8
17764,297,38,21,8,8
17765,297,38,19,8,8
17766,297,38,312,8,8
17767,297,38,403,8,8
17768,297,39,39,6,6
17769,297,40,39,6,6
17770,297,41,19,10,10
17771,297,42,21,8,8
17772,297,42,21,8,8
17773,297,42,19,8,8
17774,297,43,19,10,10
17775,297,44,21,8,8
17776,297,44,21,8,8
17777,297,44,19,8,8
17778,298,33,21,5,5
17779,298,34,19,5,5
17780,298,34,19,5,5
17781,298,34,41,5,5
17783,298,35,21,5,5
17784,298,35,293,5,5
17785,298,35,418,5,5
17786,298,36,19,5,5
17787,298,36,19,5,5
17788,298,36,41,5,5
17789,298,36,293,5,5
17790,298,36,418,5,5
17791,298,37,21,8,8
17792,298,37,21,8,8
17793,298,37,19,8,8
17794,298,37,264,8,8
17795,298,37,399,8,8
17796,298,38,21,8,8
17797,298,38,21,8,8
17798,298,38,19,8,8
17799,298,38,264,8,8
17800,298,38,399,8,8
17801,298,39,39,6,6
17802,298,40,39,6,6
17803,298,41,19,10,10
17804,298,42,21,8,8
17805,298,42,21,8,8
17806,298,42,19,8,8
17807,298,43,19,10,10
17808,298,44,21,8,8
17809,298,44,21,8,8
17810,298,44,19,8,8
17811,298,60,118,10,10
17812,298,61,118,5,5
17813,298,62,119,10,10
17814,298,63,119,10,10
17815,298,64,119,10,10
17816,298,45,129,10,10
17817,298,46,129,10,10
17818,298,47,129,10,10
17819,298,48,118,10,10
17820,298,49,118,10,10
17821,298,50,129,20,20
17822,298,51,118,20,20
17823,298,52,118,20,20
17825,298,53,118,20,20
17827,298,54,118,20,20
17828,298,55,118,40,40
17830,298,56,118,40,40
17832,298,57,129,40,40
17833,298,58,119,40,40
17835,298,59,129,40,40
17836,299,33,16,13,13
17837,299,33,16,13,13
17838,299,33,43,13,13
17840,299,34,69,13,13
17841,299,34,69,13,13
17842,299,34,43,13,13
17844,299,35,16,13,13
17845,299,35,16,13,13
17846,299,35,43,13,13
17847,299,35,311,13,13
17848,299,35,403,13,13
17849,299,36,69,13,13
17850,299,36,69,13,13
17851,299,36,43,13,13
17852,299,36,311,13,13
17853,299,36,403,13,13
17854,299,37,16,14,14
17855,299,37,16,14,14
17856,299,37,69,14,14
17857,299,37,312,14,14
17858,299,37,403,14,14
17859,299,38,16,14,14
17860,299,38,16,14,14
17861,299,38,69,14,14
17862,299,38,312,14,14
17863,299,38,403,14,14
17864,299,39,16,15,15
17865,299,39,16,15,15
17866,299,39,44,15,15
17867,299,40,16,15,15
17868,299,40,16,15,15
17869,299,40,44,15,15
17870,299,41,63,12,12
17871,299,42,63,14,14
17872,299,43,63,12,12
17873,299,44,63,14,14
17874,300,33,16,13,13
17875,300,33,16,13,13
17876,300,33,43,13,13
17878,300,34,69,13,13
17879,300,34,69,13,13
17880,300,34,43,13,13
17882,300,35,16,13,13
17883,300,35,16,13,13
17884,300,35,43,13,13
17885,300,35,293,13,13
17886,300,35,418,13,13
17887,300,36,69,13,13
17888,300,36,69,13,13
17889,300,36,43,13,13
17890,300,36,293,13,13
17891,300,36,418,13,13
17892,300,37,16,14,14
17893,300,37,16,14,14
17894,300,37,69,14,14
17895,300,37,264,14,14
17896,300,37,399,14,14
17897,300,38,16,14,14
17898,300,38,16,14,14
17899,300,38,69,14,14
17900,300,38,264,14,14
17901,300,38,399,14,14
17902,300,39,81,15,15
17903,300,40,81,15,15
17904,300,41,63,12,12
17905,300,42,63,14,14
17906,300,43,63,12,12
17907,300,44,63,14,14
17908,300,60,54,10,10
17909,300,61,54,5,5
17910,300,62,55,10,10
17911,300,63,55,10,10
17912,300,64,55,10,10
17913,300,45,129,10,10
17914,300,46,129,10,10
17915,300,47,129,10,10
17916,300,48,60,10,10
17917,300,49,60,10,10
17918,300,50,129,20,20
17919,300,51,60,20,20
17920,300,52,60,20,20
17922,300,53,60,20,20
17924,300,54,60,20,20
17925,300,55,60,40,40
17927,300,56,60,40,40
17929,300,57,129,40,40
17930,300,58,60,40,40
17932,300,59,129,40,40
17933,301,33,19,17,17
17934,301,34,21,17,17
17935,301,34,21,17,17
17936,301,34,198,17,17
17938,301,35,19,17,17
17939,301,35,311,17,17
17940,301,35,403,17,17
17941,301,36,21,17,17
17942,301,36,21,17,17
17943,301,36,198,17,17
17944,301,36,311,17,17
17945,301,36,403,17,17
17946,301,37,58,18,18
17947,301,37,312,18,18
17948,301,37,403,18,18
17949,301,38,58,18,18
17950,301,38,312,18,18
17951,301,38,403,18,18
17952,301,39,20,19,19
17953,301,40,20,19,19
17954,301,41,19,19,19
17955,301,41,19,19,19
17956,301,41,198,19,19
17957,301,42,19,15,15
17958,301,42,58,15,15
17959,301,42,228,15,15
17960,301,43,19,19,19
17961,301,43,19,19,19
17962,301,43,198,19,19
17963,301,44,19,15,15
17964,301,44,58,15,15
17965,301,44,228,15,15
17966,302,33,17,17,17
17967,302,33,17,17,17
17968,302,33,164,17,17
17970,302,34,17,19,19
17971,302,34,17,19,19
17972,302,34,93,19,19
17974,302,35,17,17,17
17975,302,35,17,17,17
17976,302,35,164,17,17
17977,302,35,311,17,17
17978,302,35,403,17,17
17979,302,36,17,19,19
17980,302,36,17,19,19
17981,302,36,93,19,19
17982,302,36,311,19,19
17983,302,36,403,19,19
17984,302,37,63,15,15
17985,302,37,312,15,15
17986,302,37,403,15,15
17987,302,38,63,15,15
17988,302,38,312,15,15
17989,302,38,403,15,15
17990,302,39,58,18,18
17991,302,39,58,18,18
17992,302,39,164,18,18
17993,302,40,58,18,18
17994,302,40,58,18,18
17995,302,40,164,18,18
17996,302,41,17,17,17
17997,302,41,17,17,17
17998,302,41,58,17,17
17999,302,42,64,15,15
18000,302,43,17,17,17
18001,302,43,17,17,17
18002,302,43,58,17,17
18003,302,44,64,15,15
18004,303,33,56,13,13
18005,303,33,302,13,13
18006,303,34,19,15,15
18007,303,34,302,15,15
18008,303,35,56,13,13
18009,303,35,293,13,13
18010,303,35,418,13,13
18011,303,36,19,15,15
18012,303,36,293,15,15
18013,303,36,418,15,15
18014,303,37,21,13,13
18015,303,37,21,13,13
18016,303,37,20,13,13
18017,303,37,264,13,13
18018,303,37,399,13,13
18019,303,38,21,13,13
18020,303,38,21,13,13
18021,303,38,20,13,13
18022,303,38,264,13,13
18023,303,38,399,13,13
18024,303,39,20,15,15
18025,303,39,20,15,15
18026,303,39,19,15,15
18027,303,40,20,15,15
18028,303,40,20,15,15
18029,303,40,19,15,15
18030,303,41,22,15,15
18031,303,41,22,15,15
18032,303,41,20,15,15
18033,303,42,57,15,15
18034,303,43,22,15,15
18035,303,43,22,15,15
18036,303,43,20,15,15
18037,303,44,57,15,15
18038,303,60,118,15,15
18039,303,61,118,10,10
18040,303,62,119,15,15
18041,303,63,119,15,15
18042,303,64,119,15,15
18043,303,45,129,10,10
18044,303,46,129,10,10
18045,303,47,129,10,10
18046,303,48,118,10,10
18047,303,49,118,10,10
18048,303,50,129,20,20
18049,303,51,118,20,20
18050,303,52,118,20,20
18052,303,53,118,20,20
18054,303,54,118,20,20
18055,303,55,118,40,40
18057,303,56,118,40,40
18059,303,57,129,40,40
18060,303,58,119,40,40
18062,303,59,129,40,40
18063,304,33,21,16,16
18064,304,33,21,16,16
18065,304,33,195,16,16
18067,304,34,100,17,17
18069,304,35,21,16,16
18070,304,35,21,16,16
18071,304,35,195,16,16
18072,304,35,293,16,16
18073,304,35,418,16,16
18074,304,36,100,17,17
18075,304,36,293,17,17
18076,304,36,418,17,17
18077,304,37,20,16,16
18078,304,37,264,16,16
18079,304,37,399,16,16
18080,304,38,20,16,16
18081,304,38,264,16,16
18082,304,38,399,16,16
18083,304,39,22,18,18
18084,304,39,22,18,18
18085,304,39,195,18,18
18086,304,40,22,18,18
18087,304,40,22,18,18
18088,304,40,195,18,18
18089,304,41,20,18,18
18090,304,41,125,18,18
18091,304,41,20,18,18
18092,304,42,125,15,15
18093,304,43,20,18,18
18094,304,43,125,18,18
18095,304,43,20,18,18
18096,304,44,125,15,15
18097,304,60,118,15,15
18098,304,61,118,10,10
18099,304,62,119,15,15
18100,304,63,119,15,15
18101,304,64,119,15,15
18102,304,45,129,10,10
18103,304,46,129,10,10
18104,304,47,129,10,10
18105,304,48,118,10,10
18106,304,49,118,10,10
18107,304,50,129,20,20
18108,304,51,118,20,20
18109,304,52,118,20,20
18111,304,53,118,20,20
18113,304,54,118,20,20
18114,304,55,118,40,40
18116,304,56,118,40,40
18118,304,57,129,40,40
18119,304,58,119,40,40
18121,304,59,129,40,40
18122,305,33,96,14,14
18123,305,34,19,15,15
18125,305,35,96,14,14
18126,305,35,311,14,14
18127,305,35,403,14,14
18128,305,36,19,15,15
18129,305,36,311,15,15
18130,305,36,403,15,15
18131,305,37,81,15,15
18132,305,37,312,15,15
18133,305,37,403,15,15
18134,305,38,81,15,15
18135,305,38,312,15,15
18136,305,38,403,15,15
18137,305,39,96,16,16
18138,305,40,96,16,16
18139,305,41,97,16,16
18140,305,42,97,16,16
18141,305,43,97,16,16
18142,305,44,97,16,16
18143,306,33,30,23,23
18144,306,33,113,23,23
18145,306,34,33,23,23
18146,306,34,113,23,23
18147,306,35,30,23,23
18148,306,35,293,23,23
18149,306,35,418,23,23
18150,306,36,33,23,23
18151,306,36,293,23,23
18152,306,36,418,23,23
18153,306,37,17,25,25
18154,306,37,17,25,25
18155,306,37,164,25,25
18156,306,37,264,25,25
18157,306,37,399,25,25
18158,306,38,17,25,25
18159,306,38,17,25,25
18160,306,38,164,25,25
18161,306,38,264,25,25
18162,306,38,399,25,25
18163,306,39,187,22,22
18164,306,39,187,22,22
18165,306,39,195,22,22
18166,306,40,187,22,22
18167,306,40,187,22,22
18168,306,40,195,22,22
18169,306,41,187,24,24
18170,306,41,187,24,24
18171,306,41,195,24,24
18172,306,42,187,24,24
18173,306,42,187,24,24
18174,306,42,195,24,24
18175,306,43,187,24,24
18176,306,43,187,24,24
18177,306,43,195,24,24
18178,306,44,113,25,25
18179,306,60,72,25,25
18180,306,61,195,25,25
18181,306,62,73,25,25
18182,306,63,73,25,25
18183,306,64,73,25,25
18184,306,45,129,10,10
18185,306,46,129,10,10
18186,306,47,129,10,10
18187,306,48,72,10,10
18188,306,49,72,10,10
18189,306,50,129,20,20
18190,306,51,72,20,20
18191,306,52,72,20,20
18193,306,53,72,20,20
18195,306,54,72,20,20
18196,306,55,72,40,40
18198,306,56,72,40,40
18200,306,57,129,40,40
18201,306,58,211,40,40
18203,306,59,129,40,40
18204,307,33,30,23,23
18205,307,34,33,23,23
18207,307,35,30,23,23
18208,307,35,311,23,23
18209,307,35,403,23,23
18210,307,36,33,23,23
18211,307,36,311,23,23
18212,307,36,403,23,23
18213,307,37,17,25,25
18214,307,37,17,25,25
18215,307,37,164,25,25
18216,307,37,312,25,25
18217,307,37,403,25,25
18218,307,38,17,25,25
18219,307,38,17,25,25
18220,307,38,164,25,25
18221,307,38,312,25,25
18222,307,38,403,25,25
18223,307,39,187,24,24
18224,307,39,187,24,24
18225,307,39,195,24,24
18226,307,40,187,24,24
18227,307,40,187,24,24
18228,307,40,195,24,24
18229,307,41,188,26,26
18230,307,41,188,26,26
18231,307,41,195,26,26
18232,307,42,188,26,26
18233,307,42,188,26,26
18234,307,42,195,26,26
18235,307,43,188,26,26
18236,307,43,188,26,26
18237,307,43,195,26,26
18238,307,44,113,25,25
18239,308,33,30,23,23
18240,308,34,33,23,23
18242,308,35,30,23,23
18243,308,35,311,23,23
18244,308,35,403,23,23
18245,308,36,33,23,23
18246,308,36,311,23,23
18247,308,36,403,23,23
18248,308,37,17,25,25
18249,308,37,17,25,25
18250,308,37,164,25,25
18251,308,37,312,25,25
18252,308,37,403,25,25
18253,308,38,17,25,25
18254,308,38,17,25,25
18255,308,38,164,25,25
18256,308,38,312,25,25
18257,308,38,403,25,25
18258,308,39,187,22,22
18259,308,39,187,22,22
18260,308,39,195,22,22
18261,308,40,187,22,22
18262,308,40,187,22,22
18263,308,40,195,22,22
18264,308,41,187,24,24
18265,308,41,187,24,24
18266,308,41,195,24,24
18267,308,42,187,24,24
18268,308,42,187,24,24
18269,308,42,195,24,24
18270,308,43,187,24,24
18271,308,43,187,24,24
18272,308,43,195,24,24
18273,308,44,113,25,25
18274,309,33,88,26,26
18275,309,34,22,27,27
18276,309,34,22,27,27
18277,309,34,88,27,27
18279,309,35,88,26,26
18280,309,35,311,26,26
18281,309,35,403,26,26
18282,309,36,22,27,27
18283,309,36,22,27,27
18284,309,36,88,27,27
18285,309,36,311,27,27
18286,309,36,403,27,27
18287,309,37,88,28,28
18288,309,37,312,28,28
18289,309,37,403,28,28
18290,309,38,88,28,28
18291,309,38,312,28,28
18292,309,38,403,28,28
18293,309,39,22,29,29
18294,309,39,22,29,29
18295,309,39,198,29,29
18296,309,40,22,29,29
18297,309,40,22,29,29
18298,309,40,198,29,29
18299,309,41,218,27,27
18300,309,42,89,30,30
18301,309,43,218,27,27
18302,309,44,89,30,30
18303,310,33,22,28,28
18304,310,33,22,28,28
18305,310,33,88,28,28
18307,310,34,88,27,27
18308,310,34,218,27,27
18309,310,34,88,27,27
18311,310,35,22,28,28
18312,310,35,22,28,28
18313,310,35,88,28,28
18314,310,35,311,28,28
18315,310,35,403,28,28
18316,310,36,88,27,27
18317,310,36,218,27,27
18318,310,36,88,27,27
18319,310,36,311,27,27
18320,310,36,403,27,27
18321,310,37,88,29,29
18322,310,37,312,29,29
18323,310,37,403,29,29
18324,310,38,88,29,29
18325,310,38,312,29,29
18326,310,38,403,29,29
18327,310,39,22,30,30
18328,310,39,22,30,30
18329,310,39,89,30,30
18330,310,40,22,30,30
18331,310,40,22,30,30
18332,310,40,89,30,30
18333,310,41,218,29,29
18334,310,42,89,32,32
18335,310,43,218,29,29
18336,310,44,89,32,32
18337,311,33,88,26,26
18338,311,34,22,27,27
18339,311,34,22,27,27
18340,311,34,88,27,27
18342,311,35,88,26,26
18343,311,35,311,26,26
18344,311,35,403,26,26
18345,311,36,22,27,27
18346,311,36,22,27,27
18347,311,36,88,27,27
18348,311,36,311,27,27
18349,311,36,403,27,27
18350,311,37,88,28,28
18351,311,37,312,28,28
18352,311,37,403,28,28
18353,311,38,88,28,28
18354,311,38,312,28,28
18355,311,38,403,28,28
18356,311,39,22,29,29
18357,311,39,22,29,29
18358,311,39,89,29,29
18359,311,40,22,29,29
18360,311,40,22,29,29
18361,311,40,89,29,29
18362,311,41,218,27,27
18363,311,42,89,30,30
18364,311,43,218,27,27
18365,311,44,89,30,30
18366,312,33,114,30,30
18367,312,34,114,25,25
18368,312,35,114,30,30
18369,312,35,293,30,30
18370,312,35,418,30,30
18371,312,36,114,25,25
18372,312,36,293,25,25
18373,312,36,418,25,25
18374,312,37,114,35,35
18375,312,37,264,35,35
18376,312,37,399,35,35
18377,312,38,114,35,35
18378,312,38,264,35,35
18379,312,38,399,35,35
18380,312,39,114,20,20
18381,312,40,114,20,20
18382,312,41,114,30,30
18383,312,41,122,30,30
18384,312,41,114,30,30
18385,312,42,122,28,28
18386,312,43,114,30,30
18387,312,43,122,30,30
18388,312,43,114,30,30
18389,312,44,122,28,28
18390,312,60,72,35,35
18391,312,61,72,30,30
18392,312,62,73,35,35
18393,312,63,73,35,35
18394,312,64,73,35,35
18395,312,45,129,10,10
18396,312,46,129,10,10
18397,312,47,129,10,10
18398,312,48,72,10,10
18399,312,49,72,10,10
18400,312,50,129,20,20
18401,312,51,72,20,20
18402,312,52,170,20,20
18404,312,53,90,20,20
18406,312,54,170,20,20
18407,312,55,170,40,40
18409,312,56,90,40,40
18411,312,57,73,40,40
18413,312,58,171,40,40
18415,312,59,73,40,40
18417,313,33,19,3,3
18418,313,34,21,3,3
18419,313,34,21,3,3
18420,313,34,19,3,3
18422,313,35,19,3,3
18423,313,35,293,3,3
18424,313,35,418,3,3
18425,313,36,21,3,3
18426,313,36,21,3,3
18427,313,36,19,3,3
18428,313,36,293,3,3
18429,313,36,418,3,3
18430,313,37,21,5,5
18431,313,37,21,5,5
18432,313,37,19,5,5
18433,313,37,264,5,5
18434,313,37,399,5,5
18435,313,38,21,5,5
18436,313,38,21,5,5
18437,313,38,19,5,5
18438,313,38,264,5,5
18439,313,38,399,5,5
18440,313,39,84,4,4
18441,313,39,84,4,4
18442,313,39,19,4,4
18443,313,40,84,4,4
18444,313,40,84,4,4
18445,313,40,19,4,4
18446,313,41,77,6,6
18447,313,42,22,7,7
18448,313,42,22,7,7
18449,313,42,19,7,7
18450,313,43,77,6,6
18451,313,44,22,7,7
18452,313,44,22,7,7
18453,313,44,19,7,7
18454,313,60,60,10,10
18455,313,61,60,5,5
18456,313,62,61,10,10
18457,313,63,61,10,10
18458,313,64,61,10,10
18459,313,45,129,10,10
18460,313,46,129,10,10
18461,313,47,129,10,10
18462,313,48,60,10,10
18463,313,49,60,10,10
18464,313,50,129,20,20
18465,313,51,60,20,20
18466,313,52,60,20,20
18468,313,53,60,20,20
18470,313,54,60,20,20
18471,313,55,60,40,40
18473,313,56,60,40,40
18475,313,57,129,40,40
18476,313,58,60,40,40
18478,313,59,129,40,40
18479,314,33,69,8,8
18480,314,33,69,8,8
18481,314,33,48,8,8
18483,314,34,69,10,10
18484,314,34,191,10,10
18485,314,34,43,10,10
18487,314,35,69,8,8
18488,314,35,69,8,8
18489,314,35,48,8,8
18490,314,35,293,8,8
18491,314,35,418,8,8
18492,314,36,69,10,10
18493,314,36,191,10,10
18494,314,36,43,10,10
18495,314,36,293,10,10
18496,314,36,418,10,10
18497,314,37,63,9,9
18498,314,37,264,9,9
18499,314,37,399,9,9
18500,314,38,63,9,9
18501,314,38,264,9,9
18502,314,38,399,9,9
18503,314,39,70,12,12
18504,314,40,70,12,12
18505,314,41,48,8,8
18506,314,41,69,8,8
18507,314,41,69,8,8
18508,314,42,70,14,14
18509,314,42,70,14,14
18510,314,42,49,14,14
18511,314,43,48,8,8
18512,314,43,69,8,8
18513,314,43,69,8,8
18514,314,44,70,14,14
18515,314,44,70,14,14
18516,314,44,49,14,14
18517,314,60,118,10,10
18518,314,61,118,5,5
18519,314,62,119,10,10
18520,314,63,119,10,10
18521,314,64,119,10,10
18522,314,45,129,10,10
18523,314,46,129,10,10
18524,314,47,129,10,10
18525,314,48,118,10,10
18526,314,49,118,10,10
18527,314,50,129,20,20
18528,314,51,118,20,20
18529,314,52,118,20,20
18531,314,53,118,20,20
18533,314,54,118,20,20
18534,314,55,118,40,40
18536,314,56,118,40,40
18538,314,57,129,40,40
18539,314,58,119,40,40
18541,314,59,129,40,40
18542,315,33,16,8,8
18543,315,33,16,8,8
18544,315,33,48,8,8
18545,315,33,427,8,8
18546,315,34,69,10,10
18547,315,34,69,10,10
18548,315,34,43,10,10
18549,315,34,427,10,10
18550,315,35,16,8,8
18551,315,35,16,8,8
18552,315,35,48,8,8
18553,315,35,293,8,8
18554,315,35,418,8,8
18555,315,36,69,10,10
18556,315,36,69,10,10
18557,315,36,43,10,10
18558,315,36,293,10,10
18559,315,36,418,10,10
18560,315,37,48,8,8
18561,315,37,16,8,8
18562,315,37,49,8,8
18563,315,37,264,8,8
18564,315,37,399,8,8
18565,315,38,48,8,8
18566,315,38,16,8,8
18567,315,38,49,8,8
18568,315,38,264,8,8
18569,315,38,399,8,8
18570,315,39,63,9,9
18571,315,40,63,9,9
18572,315,41,17,10,10
18573,315,41,17,10,10
18574,315,41,70,10,10
18575,315,42,70,14,14
18576,315,42,70,14,14
18577,315,42,69,14,14
18578,315,43,17,10,10
18579,315,43,17,10,10
18580,315,43,70,10,10
18581,315,44,70,14,14
18582,315,44,70,14,14
18583,315,44,69,14,14
18584,315,60,118,10,10
18585,315,61,118,5,5
18586,315,62,119,10,10
18587,315,63,119,10,10
18588,315,64,119,10,10
18589,315,45,129,10,10
18590,315,46,129,10,10
18591,315,47,129,10,10
18592,315,48,118,10,10
18593,315,49,118,10,10
18594,315,50,129,20,20
18595,315,51,118,20,20
18596,315,52,118,20,20
18598,315,53,118,20,20
18600,315,54,118,20,20
18601,315,55,118,40,40
18603,315,56,118,40,40
18605,315,57,129,40,40
18606,315,58,119,40,40
18608,315,59,129,40,40
18609,316,33,41,22,22
18610,316,34,20,22,22
18612,316,35,41,22,22
18613,316,35,359,22,22
18614,316,35,436,22,22
18615,316,36,20,22,22
18616,316,36,359,22,22
18617,316,36,436,22,22
18618,316,37,42,22,22
18619,316,37,296,22,22
18620,316,37,433,22,22
18621,316,38,42,22,22
18622,316,38,296,22,22
18623,316,38,433,22,22
18624,316,39,79,21,21
18625,316,40,79,21,21
18626,316,41,19,20,20
18627,316,42,79,23,23
18628,316,43,19,20,20
18629,316,44,79,23,23
18630,316,60,118,20,20
18631,316,61,79,20,20
18632,316,62,119,20,20
18633,316,63,119,20,20
18634,316,64,119,20,20
18635,316,45,129,10,10
18636,316,46,129,10,10
18637,316,47,129,10,10
18638,316,48,118,10,10
18639,316,49,118,10,10
18640,316,50,129,20,20
18641,316,51,118,20,20
18642,316,52,118,20,20
18644,316,53,118,20,20
18646,316,54,118,20,20
18647,316,55,118,40,40
18649,316,56,118,40,40
18651,316,57,129,40,40
18652,316,58,119,40,40
18654,316,59,129,40,40
18655,317,33,50,15,15
18656,317,34,50,17,17
18657,317,35,50,15,15
18658,317,35,359,15,15
18659,317,35,436,15,15
18660,317,36,50,17,17
18661,317,36,359,17,17
18662,317,36,436,17,17
18663,317,37,50,19,19
18664,317,37,296,19,19
18665,317,37,433,19,19
18666,317,38,50,19,19
18667,317,38,296,19,19
18668,317,38,433,19,19
18669,317,39,50,13,13
18670,317,40,50,13,13
18671,317,41,51,19,19
18672,317,42,51,24,24
18673,317,43,51,19,19
18674,317,44,51,29,29
18675,318,33,75,32,32
18676,318,34,42,32,32
18678,318,35,75,32,32
18679,318,35,359,32,32
18680,318,35,436,32,32
18681,318,36,42,32,32
18682,318,36,359,32,32
18683,318,36,436,32,32
18684,318,37,232,33,33
18685,318,37,296,33,33
18686,318,37,433,33,33
18687,318,38,232,33,33
18688,318,38,296,33,33
18689,318,38,433,33,33
18690,318,39,95,34,34
18691,318,40,95,34,34
18692,318,41,95,36,36
18693,318,42,111,35,35
18694,318,43,95,36,36
18695,318,44,111,35,35
18696,319,33,75,32,32
18697,319,34,42,32,32
18699,319,35,75,32,32
18700,319,35,359,32,32
18701,319,35,436,32,32
18702,319,36,42,32,32
18703,319,36,359,32,32
18704,319,36,436,32,32
18705,319,37,232,33,33
18706,319,37,296,33,33
18707,319,37,433,33,33
18708,319,38,232,33,33
18709,319,38,296,33,33
18710,319,38,433,33,33
18711,319,39,95,34,34
18712,319,40,95,34,34
18713,319,41,95,36,36
18714,319,42,111,35,35
18715,319,43,95,36,36
18716,319,44,111,35,35
18717,319,65,74,24,32
18718,319,66,75,30,33
18719,320,33,10,3,3
18720,320,33,10,3,3
18721,320,33,163,3,3
18723,320,34,16,3,3
18724,320,34,16,3,3
18725,320,34,167,3,3
18727,320,35,10,3,3
18728,320,35,10,3,3
18729,320,35,163,3,3
18730,320,35,311,3,3
18731,320,35,403,3,3
18732,320,36,16,3,3
18733,320,36,16,3,3
18734,320,36,167,3,3
18735,320,36,311,3,3
18736,320,36,403,3,3
18737,320,37,11,5,5
18738,320,37,16,5,5
18739,320,37,163,5,5
18740,320,37,312,5,5
18741,320,37,403,5,5
18742,320,38,11,5,5
18743,320,38,16,5,5
18744,320,38,163,5,5
18745,320,38,312,5,5
18746,320,38,403,5,5
18747,320,39,12,7,7
18748,320,39,12,7,7
18749,320,39,164,7,7
18750,320,40,12,8,8
18751,320,40,12,8,8
18752,320,40,164,8,8
18753,320,41,17,7,7
18754,320,41,17,7,7
18755,320,41,168,7,7
18756,320,42,167,10,10
18757,320,42,17,10,10
18758,320,42,164,10,10
18759,320,43,17,7,7
18760,320,43,17,7,7
18761,320,43,168,7,7
18762,320,44,10,4,4
